aa,kepCode,kepTitle,area,county,region,address,tk,phoneNumber,fax,email,comments,lat,lon
537,546,"ΚΕΠ ΔΗΜΟΥ ΜΟΥΖΑΚΙΟΥ, Ν. ΚΑΡΔΙΤΣΑΣ","ΚΑΡΔΙΤΣΑ","ΝΟΜΟΣ ΚΑΡΔΙΤΣΑΣ","ΘΕΣΣΑΛΙΑΣ","- -",43060,"2445049121 2445049122",2445049123,"d.mouzakiou@kep.gov.gr","",21.66586231000048,39.42695539200048
538,547,"ΚΕΠ ΔΗΜΟΥ ΠΑΛΑΜΑ, Ν. ΚΑΡΔΙΤΣΑΣ","ΠΑΛΑΜΑ-ΚΑΡΔΙΤΣΑΣ","ΝΟΜΟΣ ΚΑΡΔΙΤΣΑΣ","ΘΕΣΣΑΛΙΑΣ","ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 10",43200,2444029086,2444029087,"d.palama@kep.gov.gr","",22.06891041900047,39.47495885700045
539,548,"ΚΕΠ ΔΗΜΟΥ ΚΑΡΔΙΤΣΑΣ, Ν. ΚΑΡΔΙΤΣΑΣ","ΚΑΡΔΙΤΣΑ","ΝΟΜΟΣ ΚΑΡΔΙΤΣΑΣ","ΘΕΣΣΑΛΙΑΣ","ΚΟΛΟΚΟΤΡΩΝΗ 8",43100,2441080620,2441080622,"d.karditsas@kep.gov.gr","",21.87375019100045,39.28565185400049
540,549,"ΚΕΠ ΔΗΜΟΥ ΑΧΙΛΛΕΙΩΝ, Ν. ΚΕΡΚΥΡΑΣ","Χρυσίδα","ΝΟΜΟΣ ΚΕΡΚΥΡΑΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","Χρυσίδα",49082,2661049911,2661080015,"d.ahilleion@kep.gov.gr","",20.16327123800045,39.2070917800005
541,550,"ΚΕΠ ΔΗΜΟΥ ΕΛΕΙΟΥ ΠΡΟΝΩΝ, Ν. ΚΕΦΑΛΛΗΝΙΑΣ","ΠΑΣΤΡΑ Ν. Κεφαλληνίας","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ ΚΑΙ ΙΘΑΚΗΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","Πάστρα",28086,2671081765,2671081766,"d.eleioupronon@kep.gov.gr","",20.75025418600046,38.0940075420005
542,551,"ΚΕΠ ΔΗΜΟΥ ΠΑΛΙΚΗΣ, Ν. ΚΕΦΑΛΛΗΝΙΑΣ","ΠΑΛΙΚΗ","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ ΚΑΙ ΙΘΑΚΗΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","ΣΤΥΛΙΑΝΟΥ ΤΥΠΑΛΔΟΥ 16",28200,2671093900,2671092636,"d.palikis@kep.gov.gr","",1.367300100000421,48.0751368380005
543,552,"ΚΕΠ ΔΗΜΟΥ ΣΑΜΗΣ, Ν. ΚΕΦΑΛΛΗΝΙΑΣ","-","ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ ΚΑΙ ΙΘΑΚΗΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","Ι. Μεταξά 27",28080,2674023721,2674023722,"d.samis@kep.gov.gr","",20.66281054300043,38.20971233000046
544,553,"ΚΕΠ ΔΗΜΟΥ ΕΥΡΩΣΤΙΝΗΣ, Ν. ΚΟΡΙΝΘΙΑΣ","-","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Δερβένι",20009,2743030092,2743030090,"d.evrostinis@kep.gov.gr","",22.41239135500047,38.13103155400046
545,554,"ΚΕΠ ΔΗΜΟΥ ΝΕΜΕΑΣ, Ν. ΚΟΡΙΝΘΙΑΣ","Νεμέα","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Ελευθερίου Βενιζέλου 41A","",2746020520,2746020526,"d.nemeas@kep.gov.gr","",,
546,555,"ΚΕΠ ΔΗΜΟΥ ΚΟΡΙΝΘΙΩΝ, Ν. ΚΟΡΙΝΘΙΑΣ","ΚΟΡΙΝΘΟΣ","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΑΔΕΙΜΑΝΤΟΥ 53",20100,"2741362100 2741362101 2741362102 2741362103 2741362108",2741362123,"d.korinthion@kep.gov.gr","",22.24110005900047,60.44690004000051
547,556,"ΚΕΠ ΔΗΜΟΥ ΛΟΥΤΡΑΚΙΟΥ -ΠΕΡΑΧΩΡΑΣ, Ν. ΚΟΡΙΝΘΙΑΣ","ΛΟΥΤΡΑΚΙ ΠΕΡΑΧΩΡΑΣ","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΔΙΟΝΥΣΙΟΥ ΣΟΛΩΜΟΥ 4",20300,2744069444,2744069446,"d.loutrakiou@kep.gov.gr","",22.98740402900046,37.97054580400049
548,557,"ΚΕΠ ΔΗΜΟΥ ΣΙΚΥΩΝΙΩΝ, Ν. ΚΟΡΙΝΘΙΑΣ","ΚΙΑΤΟ","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΓΕΩΡΓΙΟΥ ΜΑΥΡΟΥΛΙΑ 13",20200,2742020841,2742021840,"d.sikyonion@kep.gov.gr","",35.17593997400047,32.80656998800049
549,558,"ΚΕΠ ΔΗΜΟΥ ΣΑΡΩΝΙΚΟΥ (ΑΘΙΚΙΩΝ), Ν. ΚΟΡΙΝΘΙΑΣ","-","ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Αθίκια",20005,2741039930,2741039834,"d.saronikou@kep.gov.gr","",22.92901179100045,37.81927960100046
550,559,"ΚΕΠ ΔΗΜΟΥ ΓΥΘΕΙΟΥ, Ν. ΛΑΚΩΝΙΑΣ","ΓΥΘΕΙΟ","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΓΥΘΕΙΟ",23200,2733029037,2733029033,"d.gythiou@kep.gov.gr","",22.56604440400048,36.76162089800044
551,560,"ΚΕΠ ΔΗΜΟΥ ΕΛΟΥΣ, Ν. ΛΑΚΩΝΙΑΣ","Βλαχιώτη Λακωνίας","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Βλαχιώτη Λακωνίας","",2735029125,2735029126,"d.elous@kep.gov.gr","",22.70726119900047,36.86199697700045
552,561,"ΚΕΠ ΔΗΜΟΥ ΘΕΡΑΠΝΩΝ, Ν. ΛΑΚΩΝΙΑΣ","Λακωνία","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Γκορίτσα",23100,2731074560,2731074561,"d.therapnon@kep.gov.gr","",22.56576063400047,37.02915147300047
553,562,"ΚΕΠ ΔΗΜΟΥ ΖΑΡΑΚΑ, Ν. ΛΑΚΩΝΙΑΣ","ΡΕΙΧΙΑ ΛΑΚΩΝΙΑΣ","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΡΕΙΧΙΑ ΛΑΚΩΝΙΑΣ","",2732051152,2732051151,"d.zaraka@kep.gov.gr","",,
554,563,"ΚΕΠ ΔΗΜΟΥ ΜΥΣΤΡΑ, Ν. ΛΑΚΩΝΙΑΣ","Μυστράς Λακωνίας","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Μυστράς",23100,2731089370,2731089371,"d.mystra@kep.gov.gr","",22.37585531500048,37.06888447500046
555,564,"ΚΕΠ ΔΗΜΟΥ ΚΡΟΚΕΩΝ, Ν. ΛΑΚΩΝΙΑΣ","Κροκέες Λακωνία","ΝΟΜΟΣ ΛΑΚΩΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Κροκεές",23057,2735071722,2735029038,"d.krokeon@kep.gov.gr","",22.54663131100045,36.88361635600046
556,565,"ΚΕΠ ΔΗΜΟΥ ΤΥΡΝΑΒΟΥ, Ν. ΛΑΡΙΣΑΣ","ΤΥΡΝΑΒΟΣ","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","ΚΕΝΤΡΙΚΗ ΠΛΑΤΕΙΑ 5",40100,2492029216,2492026018,"d.tyrnavou@kep.gov.gr","",22.24636836400043,39.76249736300048
557,566,"ΚΕΠ ΔΗΜΟΥ ΕΛΑΣΣΟΝΑΣ, Ν. ΛΑΡΙΣΑΣ","Ελασσόνας, Ν. Λάρισας","ΝΟΜΟΣ ΛΑΡΙΣΗΣ","ΘΕΣΣΑΛΙΑΣ","ΜΑΥΡΟΔΗΜΟΥ ΚΑΙ 6ης ΟΚΤΩΒΡΙΟΥ 1",40200,2493025568,2493025567,"d.elassonas@kep.gov.gr","",22.19937693300045,39.96119022400046
558,567,"ΚΕΠ ΔΗΜΟΥ ΝΕΑΠΟΛΗΣ, Ν. ΛΑΣΙΘΙΟΥ","-","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","ΚΡΗΤΗΣ","Αναπήρων Πολέμου 1",72400,"2841340044 2841340043 2841340042",2841090746,"d.neapolis-lasithiou@kep.gov.gr","",25.60437751900048,35.27045515400045
559,568,"ΚΕΠ ΔΗΜΟΥ ΚΑΡΥΑΣ, Ν. ΛΕΥΚΑΔΑΣ","ΚΑΡΥΑ","ΝΟΜΟΣ ΛΕΥΚΑΔΑΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","ΚΑΡΥΑ",31080,2645041018,2645041018,"d.karias@kep.gov.gr","",20.64779416400046,38.76044854200046
560,569,"ΚΕΠ ΔΗΜΟΥ ΣΦΑΚΙΩΤΩΝ, Ν. ΛΕΥΚΑΔΑΣ","-","ΝΟΜΟΣ ΛΕΥΚΑΔΑΣ","ΙΟΝΙΩΝ ΝΗΣΩΝ","Λαζαράτα",31080,2645029478,2645029486,"d.sfakioton@kep.gov.gr","",20.66898855300047,38.77843934900045
561,570,"ΚΕΠ ΔΗΜΟΥ ΑΦΕΤΩΝ, Ν. ΜΑΓΝΗΣΙΑΣ","ΑΦΕΤΩΝ","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","ΘΕΣΣΑΛΙΑΣ","ΔΗΜΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ ΣΥΚΗΣ -","-",2423054886,2423054886,"d.afeton@kep.gov.gr","",,
562,571,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΑΝΑΒΡΑΣ, Ν. ΜΑΓΝΗΣΙΑΣ","ΑΝΑΒΡΑ","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","ΘΕΣΣΑΛΙΑΣ","ΑΝΑΒΡΑ",35010,2232091210,2232091183,"k.anavras@kep.gov.gr","",22.64990235700043,38.80914719200047
563,573,"ΚΕΠ ΔΗΜΟΥ ΣΟΥΡΠΗΣ, Ν. ΜΑΓΝΗΣΙΑΣ","ΣΟΥΡΠΗ","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","ΘΕΣΣΑΛΙΑΣ","ΣΟΥΡΠΗ",37008,2422031887,2422031888,"d.soyrpis@kep.gov.gr","",22.89753408600046,39.10302523700045
564,574,"ΚΕΠ ΔΗΜΟΥ ΚΑΡΛΑΣ, Ν. ΜΑΓΝΗΣΙΑΣ","-","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","ΘΕΣΣΑΛΙΑΣ","Στεφανοβίκειο Μαγνησίας",37500,2425041603,2425041606,"d.karlas@kep.gov.gr","",22.73820463100043,39.38423678200047
565,575,"ΚΕΠ ΔΗΜΟΥ ΠΤΕΛΕΟΥ, Ν. ΜΑΓΝΗΣΙΑΣ","ΠΤΕΛΕΟΣ ΜΑΓΝΗΣΙΑΣ","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","ΘΕΣΣΑΛΙΑΣ","ΚΕΝΤΡΙΚΗ ΠΛΑΤΕΙΑ ΠΤΕΛΕΟΥ",37007,2422041910,2422041911,"d.pteleou@kep.gov.gr","",-5.679770223999583,40.96679975400048
566,576,"ΚΕΠ ΔΗΜΟΥ ΦΕΡΩΝ, Ν. ΜΑΓΝΗΣΙΑΣ","ΒΕΛΕΣΤΙΝΟ","ΝΟΜΟΣ ΜΑΓΝΗΣΙΑΣ","ΘΕΣΣΑΛΙΑΣ","Ρ.ΦΕΡΑΙΟΥ 30",37500,2425024290,2425024291,"d.feron-magnisias@kep.gov.gr","",22.73820463100043,39.38423678200047
567,577,"ΚΕΠ ΔΗΜΟΥ ΔΩΡΙΟΥ, Ν. ΜΕΣΣΗΝΙΑΣ","ΔΩΡΙΟ ΜΕΣΣΗΝΙΑΣ","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΔΩΡΙΟ ΜΕΣΣΗΝΙΑΣ -",24011,2765031838,2765031836,"d.doriou@kep.gov.gr","",21.87424213800045,37.32231007500047
568,578,"ΚΕΠ ΔΗΜΟΥ ΕΙΡΑΣ, Ν. ΜΕΣΣΗΝΙΑΣ","","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","","","","","d.eiras@kep.gov.gr","",,
569,579,"ΚΕΠ ΔΗΜΟΥ ΙΘΩΜΗΣ, Ν. ΜΕΣΣΗΝΙΑΣ","Μεσσηνία","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Βάλυρα",24002,2724027715,2724027716,"d.itomis-messinias@kep.gov.gr","",21.98261583200048,37.16510690600046
570,580,"ΚΕΠ ΔΗΜΟΥ ΚΑΛΑΜΑΤΑΣ, Ν. ΜΕΣΣΗΝΙΑΣ","ΚΑΛΑΜΑΤΑ Ν. ΜΕΣΣΗΝΙΑΣ","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΑΡΙΣΤΟΜΕΝΟΥΣ 6",24100,"2721092800 2721362700 2721362721 2721362723 2721362725 2721362726",2721095700,"d.kalamatas@kep.gov.gr","",0.5020390490004161,44.87203614200047
571,581,"ΚΕΠ ΔΗΜΟΥ ΚΥΠΑΡΙΣΣΙΑΣ, Ν. ΜΕΣΣΗΝΙΑΣ","ΚΥΠΑΡΙΣΣΙΑΣ","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΠΟΝΗΡΟΠΟΥΛΟΥ",24500,2761025540,2761025541,"d.kyparissias@kep.gov.gr","",21.71492085700044,37.22191989800047
572,582,"ΚΕΠ ΔΗΜΟΥ ΦΙΛΙΑΤΡΩΝ, Ν. ΜΕΣΣΗΝΙΑΣ","ΦΙΛΙΑΤΡΑ ΜΕΣΣΗΝΙΑΣ","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΚΕΝΤΡΙΚΗ ΠΛΑΤΕΙΑ",24300,2761062844,2761062845,"d.filiatron@kep.gov.gr","",21.62198118500044,37.14968259000045
573,583,"ΚΕΠ ΔΗΜΟΥ ΑΙΠΕΙΑΣ, Ν. ΜΕΣΣΗΝΙΑΣ","Μεσσηνία","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Αγ. Ανδρέας",24010,2725029520,2725029521,"d.aipeias@kep.gov.gr","",21.92069250900045,36.86349975800044
574,584,"ΚΕΠ ΔΗΜΟΥ ΒΟΥΦΡΑΔΩΝ, Ν. ΜΕΣΣΗΝΙΑΣ","-","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","Χατζή Μεσσηνίας",24014,2722081708,2722081741,"d.voufradon@kep.gov.gr","",21.83332390900046,37.02338053900047
575,585,"ΚΕΠ ΔΗΜΟΥ ΑΒΔΗΡΩΝ, Ν. ΞΑΝΘΗΣ","Ξάνθη","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΞΑΝΘΗΣ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ","Άβδηρα",67061,2541051118,2541051707,"d.avdiron@kep.gov.gr","",24.95184618800045,40.98131039100048
576,586,"ΚΕΠ ΔΗΜΟΥ ΔΡΑΠΕΤΣΩΝΑΣ Ν. ΠΕΙΡΑΙΩΣ","ΔΡΑΠΕΤΣΩΝΑ","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","ΣΩΚΡΑΤΟΥΣ & 25ης ΜΑΡΤΙΟΥ 90",18648,2104631996,2104635082,"d.drapetsonas@kep.gov.gr","",23.62296020900044,37.9501784630005
577,587,"ΚΕΠ ΔΗΜΟΥ ΑΝΩΓΕΙΟΥ, Ν . ΠΡΕΒΕΖΑΣ","Φιλιππιάδα Πρέβεζας","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","ΗΠΕΙΡΟΥ","Γοργόμυλος",48200,2683081790,2683081792,"d.anogeiou@kep.gov.gr","",20.94433228400044,39.32206426300047
578,588,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΚΡΑΝΕΑΣ, Ν . ΠΡΕΒΕΖΑΣ","ΚΡΑΝΕΑ ΠΡΕΒΕΖΑΣ","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","ΗΠΕΙΡΟΥ","",48300,2683032909,2683031744,"k.kraneas@kep.gov.gr","",20.78260612300045,39.27835485100047
579,589,"ΚΕΠ ΔΗΜΟΥ ΦΑΝΑΡΙΟΥ, Ν. ΠΡΕΒΕΖΑΣ","-","ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ","ΗΠΕΙΡΟΥ","Σταδίου, Καναλλάκι 7",48062,2684024503,2684029154,"d.fanariou@kep.gov.gr","",20.58235943400047,39.23376893300048
580,590,"ΚΕΠ ΔΗΜΟΥ ΓΙΑΝΝΙΤΣΩΝ Ν . Π ΠΕΛΛΗΣ","ΓΙΑΝΝΙΤΣΑ-ΠΕΛΛΑΣ","ΝΟΜΟΣ ΠΕΛΛΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΑΥΛΟΥ ΜΕΛΟΥ 19",58100,"2382350021 2382350022 2382350023 2382350024 2382350025 2382350026 2382350027 2382350028 2382350029",2382081476,"d.giannitson@kep.gov.gr","",-101.1689702659997,19.74222522500043
581,591,"ΚΕΠ ΔΗΜΟΥ ΚΡΥΑΣ ΒΡΥΣΗΣ, Ν. ΠΕΛΛΗΣ","ΚΡΥΑ ΒΡΥΣΗ","ΝΟΜΟΣ ΠΕΛΛΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΚΡΥΑ ΒΡΥΣΗ",58300,2382063841,2382061191,"d.kriasvrisis@kep.gov.gr","",22.30280869700044,40.68722219000046
582,592,"ΚΕΠ ΔΗΜΟΥ ΠΕΛΛΑΣ, Ν. ΠΕΛΛΗΣ","Πέλλα Πέλλας","ΝΟΜΟΣ ΠΕΛΛΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Πέλλα",58005,2382033080,2382033080,"d.pellas@kep.gov.gr","",22.52479312500043,40.76075066900046
583,593,"ΚΕΠ ΔΗΜΟΥ ΚΟΜΟΤΗΝΗΣ, Ν. ΡΟΔΟΠΗΣ","ΚΟΜΟΤΗΝΗ","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΡΟΔΟΠΗΣ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ","ΠΛΑΤΕΙΑ ΕΙΡΗΝΗΣ ΕΜΠΡΟΣΘΕΝ ΤΡΑΠΕΖΑΣ ΕΛΛΑΔΟΣ",69100,2531081825,2531034220,"d.komotinis@kep.gov.gr","",25.39747539200045,41.11744774400046
584,594,"ΚΕΠ ΔΗΜΟΥ ΑΙΓΕΙΡΟΥ, Ν. ΡΟΔΟΠΗΣ","Ν. Ροδόπης","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΡΟΔΟΠΗΣ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ","Αίγειρος",69100,2531083350,2531083350,"d.aigeirou@kep.gov.gr","",25.39747539200045,41.11744774400046
585,595,"ΚΕΠ ΔΗΜΟΥ ΙΑΣΜΟΥ, Ν. ΡΟΔΟΠΗΣ","Ίασμος Ροδόπης","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΡΟΔΟΠΗΣ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ","Γ.Καραϊσκάκη 7",69200,2534022155,2534021036,"d.iasmou@kep.gov.gr","",25.19278674500043,41.15687816200045
586,596,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΚΕΧΡΟΥ, Ν. ΡΟΔΟΠΗΣ","","ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΡΟΔΟΠΗΣ","ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ","",69300,2531072324,2531072488,"k.kehrou@kep.gov.gr","",25.72984521700045,41.07820667700048
587,597,"ΚΕΠ ΔΗΜΟΥ ΑΡΚΑΔΙΟΥ, Ν. ΡΕΘΥΜΝΗΣ","Ρέθυμνο Κρήτης","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","ΚΡΗΤΗΣ","Πηγή",74100,2831073960,2831073962,"d.arkadiou@kep.gov.gr","",24.47009347500045,35.36628036500048
588,598,"ΚΕΠ ΔΗΜΟΥ ΓΕΡΟΠΟΤΑΜΟΥ, Ν. ΡΕΘΥΜΝΗΣ","ΠΕΡΑΜΑ ΔΗΜΟΣ ΓΕΡΟΠΟΤΑΜΟΥ","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","ΚΡΗΤΗΣ","",74052,2834023345,2834022739,"d.geropotamou@kep.gov.gr","",24.68377765200046,35.34356729500047
589,599,"ΚΕΠ ΔΗΜΟΥ ΛΑΠΠΑΙΩΝ, Ν. ΡΕΘΥΜΝΗΣ","ΕΠΙΣΚΟΠΗ ΡΕΘΥΜΝΟΥ","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","ΚΡΗΤΗΣ","ΕΠΙΣΚΟΠΗ ΡΕΘΥΜΝΟΥ",74055,2831061086,2831061087,"d.lappaion@kep.gov.gr","",24.29804502600047,35.26422176600045
590,600,"ΚΕΠ ΔΗΜΟΥ ΑΛΙΣΤΡΑΤΗΣ, Ν. ΣΕΡΡΩΝ","ΑΛΙΣΤΡΑΤΗ Ν. ΣΕΡΡΩΝ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1",62045,2324020446,2324020449,"d.alistratis@kep.gov.gr","",23.95137289400043,41.05588908300047
591,601,"ΚΕΠ ΔΗΜΟΥ ΣΚΟΤΟΥΣΗΣ, Ν. ΣΕΡΡΩΝ","ΣΚΟΤΟΥΣΣΗΣ ΣΕΡΡΩΝ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","",62100,2321099124,2321099123,"d.skotoussis@kep.gov.gr","",23.44016501900046,41.0642618330005
592,602,"ΚΕΠ ΔΗΜΟΥ ΑΚΡΩΤΗΡΙΟΥ Ν. ΧΑΝΙΩΝ","ΚΟΥΝΟΥΠΙΔΙΑΝΑ ΑΚΡΩΤΗΡΙΟΥ - ΧΑΝΙΑ","ΝΟΜΟΣ ΧΑΝΙΩΝ","ΚΡΗΤΗΣ","ΚΟΥΝΟΥΠΙΔΙΑΝΑ ΑΚΡΩΤΗΡΙΟΥ - ΧΑΝΙΑ",73100,2821069946,2821069926,"d.akrotiriou@kep.gov.gr","",23.98777812700047,35.48793669100047
593,603,"ΚΕΠ ΔΗΜΟΥ ΚΑΛΑΜΠΑΚΑΣ, Ν. ΤΡΙΚΑΛΩΝ","ΚΑΛΑΜΠΑΚΑ Ν. ΤΡΙΚΑΛΩΝ","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","ΘΕΣΣΑΛΙΑΣ","Ιωαννίνων Τέρμα",42200,"2432077900 2432077901 2432077902 2432077903 242077904",2432077905,"d.kalampakas@kep.gov.gr","",21.62694459800048,39.75093525400047
594,604,"ΚΕΠ ΔΗΜΟΥ ΠΑΛΗΟΚΑΣΤΡΟΥ, Ν. ΤΡΙΚΑΛΩΝ","ΠΑΛΑΙΟΠΥΡΓΟΣ","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","ΘΕΣΣΑΛΙΑΣ","ΠΑΛΑΙΟΠΥΡΓΟΣ",42100,2431087827,2431087827,"d.paliokastrou@kep.gov.gr","",32.45507757800044,37.94240210000049
595,605,"ΚΕΠ ΔΗΜΟΥ ΟΙΧΑΛΙΑΣ, Ν. ΤΡΙΚΑΛΩΝ","ΟΙΧΑΛΙΑ","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","ΘΕΣΣΑΛΙΑΣ","ΔΗΜΟΚΡΑΤΙΑΣ 5",42300,2433033038,2433033027,"d.oihalias-trikalon@kep.gov.gr","",21.97004757900044,39.60739402500047
596,606,"ΚΕΠ ΔΗΜΟΥ ΠΑΡΑΛΗΘΑΙΩΝ, Ν. ΤΡΙΚΑΛΩΝ","ΡΙΖΩΜΑ ΤΡΙΚΑΛΩΝ","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","ΘΕΣΣΑΛΙΑΣ","ΡΙΖΩΜΑ ΤΡΙΚΑΛΩΝ",42100,2431096656,2431096658,"d.paralithaion@kep.gov.gr","",21.76722008900043,39.5891770180005
597,607,"ΚΕΠ ΔΗΜΟΥ ΦΑΡΚΑΔΟΝΑΣ, Ν. ΤΡΙΚΑΛΩΝ","ΦΑΡΚΑΔΟΝΑ-Ν.ΤΡΙΚΑΛΩΝ","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","ΘΕΣΣΑΛΙΑΣ","ΚΑΡΑΪΣΚΑΚΗ 12",42031,2433022105,2433023276,"d.farkadonas@kep.gov.gr","",22.08210657300043,39.61772490500044
598,608,"ΚΕΠ ΔΗΜΟΥ ΧΑΣΙΩΝ, Ν. ΤΡΙΚΑΛΩΝ","Μύκανη Δήμου Χασίων, Ν. Τρικάλων","ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ","ΘΕΣΣΑΛΙΑΣ","17ο χλμ. Καλαμπάκας-Γρεβενών, Μύκανη",42200,2432082423,2432082419,"d.hasion-trikalon@kep.gov.gr","",21.52893578300046,39.79854571100049
