aa,kepCode,kepTitle,area,county,region,address,tk,phoneNumber,fax,email,comments
578,588,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΚΡΑΝΕΑΣ, Ν . ΠΡΕΒΕΖΑΣ",ΚΡΑΝΕΑ ΠΡΕΒΕΖΑΣ,ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ,ΗΠΕΙΡΟΥ,,48300,2683032909,2683031744,k.kraneas@kep.gov.gr,
579,589,"ΚΕΠ ΔΗΜΟΥ ΦΑΝΑΡΙΟΥ, Ν. ΠΡΕΒΕΖΑΣ",-,ΝΟΜΟΣ ΠΡΕΒΕΖΗΣ,ΗΠΕΙΡΟΥ,"Σταδίου, Καναλλάκι 7",48062,2684024503,2684029154,d.fanariou@kep.gov.gr,
580,590,ΚΕΠ ΔΗΜΟΥ ΓΙΑΝΝΙΤΣΩΝ Ν . Π ΠΕΛΛΗΣ,ΓΙΑΝΝΙΤΣΑ-ΠΕΛΛΑΣ,ΝΟΜΟΣ ΠΕΛΛΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΑΥΛΟΥ ΜΕΛΟΥ 19,58100,2382350021 2382350022 2382350023 2382350024 2382350025 2382350026 2382350027 2382350028 2382350029,2382081476,d.giannitson@kep.gov.gr,
581,591,"ΚΕΠ ΔΗΜΟΥ ΚΡΥΑΣ ΒΡΥΣΗΣ, Ν. ΠΕΛΛΗΣ",ΚΡΥΑ ΒΡΥΣΗ,ΝΟΜΟΣ ΠΕΛΛΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΡΥΑ ΒΡΥΣΗ,58300,2382063841,2382061191,d.kriasvrisis@kep.gov.gr,
582,592,"ΚΕΠ ΔΗΜΟΥ ΠΕΛΛΑΣ, Ν. ΠΕΛΛΗΣ",Πέλλα Πέλλας,ΝΟΜΟΣ ΠΕΛΛΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Πέλλα,58005,2382033080,2382033080,d.pellas@kep.gov.gr,
583,593,"ΚΕΠ ΔΗΜΟΥ ΚΟΜΟΤΗΝΗΣ, Ν. ΡΟΔΟΠΗΣ",ΚΟΜΟΤΗΝΗ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΡΟΔΟΠΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΠΛΑΤΕΙΑ ΕΙΡΗΝΗΣ ΕΜΠΡΟΣΘΕΝ ΤΡΑΠΕΖΑΣ ΕΛΛΑΔΟΣ,69100,2531081825,2531034220,d.komotinis@kep.gov.gr,
584,594,"ΚΕΠ ΔΗΜΟΥ ΑΙΓΕΙΡΟΥ, Ν. ΡΟΔΟΠΗΣ",Ν. Ροδόπης,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΡΟΔΟΠΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Αίγειρος,69100,2531083350,2531083350,d.aigeirou@kep.gov.gr,
585,595,"ΚΕΠ ΔΗΜΟΥ ΙΑΣΜΟΥ, Ν. ΡΟΔΟΠΗΣ",Ίασμος Ροδόπης,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΡΟΔΟΠΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Γ.Καραϊσκάκη 7,69200,2534022155,2534021036,d.iasmou@kep.gov.gr,
586,596,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΚΕΧΡΟΥ, Ν. ΡΟΔΟΠΗΣ",,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΡΟΔΟΠΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,,69300,2531072324,2531072488,k.kehrou@kep.gov.gr,
587,597,"ΚΕΠ ΔΗΜΟΥ ΑΡΚΑΔΙΟΥ, Ν. ΡΕΘΥΜΝΗΣ",Ρέθυμνο Κρήτης,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,ΚΡΗΤΗΣ,Πηγή,74100,2831073960,2831073962,d.arkadiou@kep.gov.gr,
588,598,"ΚΕΠ ΔΗΜΟΥ ΓΕΡΟΠΟΤΑΜΟΥ, Ν. ΡΕΘΥΜΝΗΣ",ΠΕΡΑΜΑ ΔΗΜΟΣ ΓΕΡΟΠΟΤΑΜΟΥ,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,ΚΡΗΤΗΣ,,74052,2834023345,2834022739,d.geropotamou@kep.gov.gr,
589,599,"ΚΕΠ ΔΗΜΟΥ ΛΑΠΠΑΙΩΝ, Ν. ΡΕΘΥΜΝΗΣ",ΕΠΙΣΚΟΠΗ ΡΕΘΥΜΝΟΥ,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,ΚΡΗΤΗΣ,ΕΠΙΣΚΟΠΗ ΡΕΘΥΜΝΟΥ,74055,2831061086,2831061087,d.lappaion@kep.gov.gr,
590,600,"ΚΕΠ ΔΗΜΟΥ ΑΛΙΣΤΡΑΤΗΣ, Ν. ΣΕΡΡΩΝ",ΑΛΙΣΤΡΑΤΗ Ν. ΣΕΡΡΩΝ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΛΑΤΕΙΑ ΕΛΕΥΘΕΡΙΑΣ 1,62045,2324020446,2324020449,d.alistratis@kep.gov.gr,
591,601,"ΚΕΠ ΔΗΜΟΥ ΣΚΟΤΟΥΣΗΣ, Ν. ΣΕΡΡΩΝ",ΣΚΟΤΟΥΣΣΗΣ ΣΕΡΡΩΝ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,62100,2321099124,2321099123,d.skotoussis@kep.gov.gr,
592,602,ΚΕΠ ΔΗΜΟΥ ΑΚΡΩΤΗΡΙΟΥ Ν. ΧΑΝΙΩΝ,ΚΟΥΝΟΥΠΙΔΙΑΝΑ ΑΚΡΩΤΗΡΙΟΥ - ΧΑΝΙΑ,ΝΟΜΟΣ ΧΑΝΙΩΝ,ΚΡΗΤΗΣ,ΚΟΥΝΟΥΠΙΔΙΑΝΑ ΑΚΡΩΤΗΡΙΟΥ - ΧΑΝΙΑ,73100,2821069946,2821069926,d.akrotiriou@kep.gov.gr,
593,603,"ΚΕΠ ΔΗΜΟΥ ΚΑΛΑΜΠΑΚΑΣ, Ν. ΤΡΙΚΑΛΩΝ",ΚΑΛΑΜΠΑΚΑ Ν. ΤΡΙΚΑΛΩΝ,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ,Ιωαννίνων Τέρμα,42200,2432077900 2432077901 2432077902 2432077903 242077904,2432077905,d.kalampakas@kep.gov.gr,
594,604,"ΚΕΠ ΔΗΜΟΥ ΠΑΛΗΟΚΑΣΤΡΟΥ, Ν. ΤΡΙΚΑΛΩΝ",ΠΑΛΑΙΟΠΥΡΓΟΣ,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ,ΠΑΛΑΙΟΠΥΡΓΟΣ,42100,2431087827,2431087827,d.paliokastrou@kep.gov.gr,
595,605,"ΚΕΠ ΔΗΜΟΥ ΟΙΧΑΛΙΑΣ, Ν. ΤΡΙΚΑΛΩΝ",ΟΙΧΑΛΙΑ,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ,ΔΗΜΟΚΡΑΤΙΑΣ 5,42300,2433033038,2433033027,d.oihalias-trikalon@kep.gov.gr,
596,606,"ΚΕΠ ΔΗΜΟΥ ΠΑΡΑΛΗΘΑΙΩΝ, Ν. ΤΡΙΚΑΛΩΝ",ΡΙΖΩΜΑ ΤΡΙΚΑΛΩΝ,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ,ΡΙΖΩΜΑ ΤΡΙΚΑΛΩΝ,42100,2431096656,2431096658,d.paralithaion@kep.gov.gr,
597,607,"ΚΕΠ ΔΗΜΟΥ ΦΑΡΚΑΔΟΝΑΣ, Ν. ΤΡΙΚΑΛΩΝ",ΦΑΡΚΑΔΟΝΑ-Ν.ΤΡΙΚΑΛΩΝ,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΑΪΣΚΑΚΗ 12,42031,2433022105,2433023276,d.farkadonas@kep.gov.gr,
598,608,"ΚΕΠ ΔΗΜΟΥ ΧΑΣΙΩΝ, Ν. ΤΡΙΚΑΛΩΝ","Μύκανη Δήμου Χασίων, Ν. Τρικάλων",ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ,"17ο χλμ. Καλαμπάκας-Γρεβενών, Μύκανη",42200,2432082423,2432082419,d.hasion-trikalon@kep.gov.gr,
599,609,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΑΣΠΡΟΠΟΤΑΜΟΥ, Ν. ΤΡΙΚΑΛΩΝ",ΤΡΙΚΑΛΑ,ΝΟΜΟΣ ΤΡΙΚΑΛΩΝ,ΘΕΣΣΑΛΙΑΣ,ΚΟΛΟΚΟΤΡΩΝΗ 30,42100,2431077645,2431032363,k.aspropotamou@kep.gov.gr,
600,610,ΚΕΠ ΔΗΜΟΥ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΤΥΜΦΡΗΣΤΟΥ Ν. ΦΘΙΩΤΙΔΑΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,35017,2663071233,2236031093,d.aggeorgiou-fdiotidas@kep.gov.gr,
601,611,"ΚΕΠ ΔΗΜΟΥ ΕΧΙΝΑΙΩΝ, Ν. ΦΘΙΩΤΙΔΑΣ",ΑΧΙΝΟΣ ΦΘΙΩΤΙΔΟΣ,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΑΧΙΝΟΣ ΦΘΙΩΤΙΔΟΣ -,-,2238041218,2238041152,d.ehinaion@kep.gov.gr,
602,612,"ΚΕΠ ΔΗΜΟΥ ΔΟΜΟΚΟΥ, Ν. ΦΘΙΩΤΙΔΑΣ",-,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Γ. Ρίτσου & Θέμιδος,35010,2232027004,2232027004,d.domokou@kep.gov.gr,
603,613,"ΚΕΠ ΔΗΜΟΥ ΛΑΜΙΕΩΝ, Ν. ΦΘΙΩΤΙΔΑΣ",ΛΑΜΙΑ,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΛΕΩΝΙΔΟΥ 9,35100,2231066160,2231066330,d.lamieon@kep.gov.gr,
604,614,ΚΕΠ ΔΗΜΟΥ ΞΥΝΙΑΔΟΣ Ν. ΦΘΙΩΤΙΔΑΣ,,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,"Αγ. Γεωργίου 1, Ομβριακή",35010,2232031140,2232031177,d.xyniados@kep.gov.gr,
605,615,ΚΕΠ ΔΗΜΟΥ ΟΠΟΥΝΤΙΩΝ Ν. ΦΘΙΩΤΙΔΑΣ,ΟΠΟΥΝΤΙΩΝ Ν.ΦΘΙΩΤΙΔΑΣ,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΛ.ΠΑΜΜΕΓΙΣΤΩΝ ΤΑΞΙΑΡΧΩΝ ΜΑΡΤΙΝΟ,35005,2233089840,2233089841,d.opoyntion@kep.gov.gr,
606,616,"ΚΕΠ ΔΗΜΟΥ ΣΤΥΛΙΔΟΣ, Ν. ΦΘΙΩΤΙΔΑΣ",ΣΤΥΛΙΔΑ - ΦΘΙΩΤΙΔΑΣ,ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Ελ. Βενιζέλου & Θερμοπυλών,35300,2238024001,2238022042,d.stylidos@kep.gov.gr,
607,617,"ΚΕΠ ΔΗΜΟΥ ΕΥΠΑΛΙΟΥ, Ν. ΦΩΚΙΔΑΣ","ΕΥΠΑΛΙΟΥ, Ν. ΦΩΚΙΔΑΣ",ΝΟΜΟΣ ΦΩΚΙΔΟΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,"ΕΥΠΑΛΙΟΥ, Ν. ΦΩΚΙΔΑΣ",33056,2634052962 2634052963 2634052964,2634052965,d.efpaliou@kep.gov.gr,
608,618,"ΚΕΠ ΔΗΜΟΥ ΔΕΣΦΙΝΑΣ, Ν. ΦΩΚΙΔΑΣ",Δεσφίνα Φωκίδας,ΝΟΜΟΣ ΦΩΚΙΔΟΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Αγίου Χαραλάμπους 10,33050,2265051228,2265051228,d.desfinis@kep.gov.gr,
609,619,"ΚΕΠ ΔΗΜΟΥ ΠΑΛΛΗΝΗΣ, Ν. ΧΑΛΚΙΔΙΚΗΣ",ΧΑΛΚΙΔΙΚΗ,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,63085,2374053750,2374053389,d.pallinis-halkidikis@kep.gov.gr,
610,620,"ΚΕΠ ΔΗΜΟΥ ΠΟΛΥΓΥΡΟΥ, Ν. ΧΑΛΚΙΔΙΚΗΣ",Πολύγυρος,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Πολυτεχνείου κ Βουλγαρόκτόνου,63100,2371021700,2371021698,d.polygyrou@kep.gov.gr,
611,621,"ΚΕΠ ΔΗΜΟΥ ΑΝΑΤΟΛΙΚΟΥ ΣΕΛΙΝΟΥ, Ν. ΧΑΝΙΩΝ",Καμπανός Σελίνου,ΝΟΜΟΣ ΧΑΝΙΩΝ,ΚΡΗΤΗΣ,Καμπανός Σελίνου,73009,2823051217,2823051217,d.anatolselinou@kep.gov.gr,
612,622,"ΚΕΠ ΔΗΜΟΥ ΜΗΘΥΜΝΗΣ, Ν . ΧΑΝΙΩΝ",ΦΑΛΕΛΙΑΝΑ ΚΙΣΣΑΜΟΥ,ΝΟΜΟΣ ΧΑΝΙΩΝ,ΚΡΗΤΗΣ,ΦΑΛΕΛΙΑΝΑ ΚΙΣΣΑΜΟΥ -,73400,2822083115,2822083116,d.mythimnis@kep.gov.gr,
613,623,"ΚΕΠ ΔΗΜΟΥ ΜΑΡΩΝΕΙΑΣ, Ν. ΡΟΔΟΠΗΣ",ΞΥΛΑΓΑΝΗ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΡΟΔΟΠΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΞΥΛΑΓΑΝΗ -,69400,2533021030,2533021023,d.maroneias@kep.gov.gr,
,624,,,,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,Χ. Σώστης -,69200,,,,
614,625,"ΚΕΠ ΔΗΜΟΥ ΚΗΦΙΣΙΑΣ, Ν. ΑΤΤΙΚΗΣ.",ΚΗΦΙΣΙΑ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΑΝΑΤΟΛΙΚΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,Λ.ΚΗΦΙΣΙΑΣ 267,14562,2106234607,2106234609,d.kifisias@kep.gov.gr,
615,626,ΚΕΠ ΔΗΜΟΥ ΚΟΥΤΣΟΠΟΔΙΟΥ Ν. ΑΡΓΟΛΙΔΑΣ,ΚΟΥΤΣΟΠΟΔΙ,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΚΟΙΜΗΣΕΩΣ ΘΕΟΤΟΚΟΥ,21200,2751091321,2751091938,d.koutsopodiou@kep.gov.gr,
616,627,ΚΕΠ ΔΗΜΟΥ ΜΙΔΕΑΣ Ν. ΑΡΓΟΛΙΔΑΣ,ΑΓΙΑ ΤΡΙΑΔΑ,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΓΓΕΛΟΠΟΥΛΟΥ ΚΑΙ ΝΙΚΟΛΑΟΥ ΔΡΑΣΣΑ 1,21055,2752043630,2752099693,d.mideas@kep.gov.gr,
617,628,ΚΕΠ ΔΗΜΟΥ ΝΕΑΣ ΚΙΟΥ Ν. ΑΡΓΟΛΙΔΑΣ,ΝΕΑ ΚΙΟΣ,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΖΑΦΕΙΡΟΠΟΥΛΟΥ 5,21053,2751051634,2751051784,d.neaskiou@kep.gov.gr,
618,629,ΚΕΠ ΔΗΜΟΥ ΒΛΑΧΕΡΝΑΣ Ν. ΑΡΤΑΣ,ΒΛΑΧΕΡΝΑ ΑΡΤΑΣ,ΝΟΜΟΣ ΑΡΤΑΣ,ΗΠΕΙΡΟΥ,ΓΡΑΜΜΕΝΙΤΣΑ ΑΡΤΑΣ,47100,2681085931,2681085932,d.vlahernas@kep.gov.gr,
619,630,ΚΕΠ ΔΗΜΟΥ ΠΕΤΑ Ν. ΑΡΤΑΣ,ΠΕΤΑ ΑΡΤΑΣ,ΝΟΜΟΣ ΑΡΤΑΣ,ΗΠΕΙΡΟΥ,ΠΕΤΑ ΑΡΤΑΣ,47200,2681082338,2681082337,d.peta@kep.gov.gr,
620,631,ΚΕΠ ΔΗΜΟΥ Ν. ΠΕΝΤΕΛΗΣ Ν. ΑΤΤΙΚΗΣ,ΝΕΑΣ ΠΕΝΤΕΛΗΣ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΘΗΝΩΝ-ΑΝΑΤΟΛΙΚΟΣ ΤΟΜΕΑΣ,ΑΤΤΙΚΗΣ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ 22,15236,2108105311 2108105312,2108105313,k.neaspentelis@kep.gov.gr,
621,632,ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΛΑΒΔΑΝΗΣ Ν. ΙΩΑΝΝΙΝΩΝ,ΚΟΙΝΟΤΗΤΑ ΛΑΒΔΑΝΗΣ,ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ,ΗΠΕΙΡΟΥ,,44002,2657051683,2657051683,k.lavdanis@kep.gov.gr,
622,633,ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΠΩΓΩΝΙΑΝΝΗΣ Ν. ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΑΝΝΗ ΙΩΑΝΝΙΝΑ,ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ,ΗΠΕΙΡΟΥ,ΠΩΓΩΝΙΑΝΝΗ ΙΩΑΝΝΙΝΑ,44002,2657031410,2657031410,k.pogonianis@kep.gov.gr,
623,634,ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΦΟΥΡΚΑΣ Ν. ΙΩΑΝΝΙΝΩΝ,ΦΟΥΡΚΑ ΙΩΑΝΝΙΝΩΝ,ΝΟΜΟΣ ΙΩΑΝΝΙΝΩΝ,ΗΠΕΙΡΟΥ,ΦΟΥΡΚΑ ΙΩΑΝΝΙΝΩΝ,44100,2655024180,2655024946,k.fourkas@kep.gov.gr,
624,635,ΚΕΠ ΔΗΜΟΥ ΠΥΛΑΡΕΩΝ Ν. ΚΕΦΑΛΛΗΝΙΑΣ ΚΑΙ ΙΘΑΚΗΣ,ΚΕΦΑΛΛΟΝΙΑ,ΝΟΜΟΣ ΚΕΦΑΛΛΗΝΙΑΣ ΚΑΙ ΙΘΑΚΗΣ,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΑΓΙΑ ΕΥΦΗΜΙΑ,28081,2674061624,2674061632,d.pylareon@kep.gov.gr,
625,636,ΚΕΠ ΔΗΜΟΥ ΑΣΚΙΟΥ Ν. ΚΟΖΑΝΗΣ,ΓΑΛΑΤΙΝΗ,ΝΟΜΟΣ ΚΟΖΑΝΗΣ,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΑΛΑΤΙΝΗ -,50300,2465041111,2465041111,d.askiou@kep.gov.gr,
626,637,ΚΕΠ ΔΗΜΩΝ ΚΑΜΒΟΥΝΙΩΝ Ν. ΚΟΖΑΝΗΣ,ΤΡΑΝΟΒΑΛΤΟ -ΚΟΖΑΝΗΣ,ΝΟΜΟΣ ΚΟΖΑΝΗΣ,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΤΡΑΝΟΒΑΛΤΟ -ΚΟΖΑΝΗΣ,50500,2464051700,2464051701,d.kamvounion@kep.gov.gr,
627,638,ΚΕΠ ΔΗΜΟΥ ΝΑΡΘΑΚΙΟΥ Ν. ΛΑΡΙΣΣΗΣ,ΝΑΡΘΑΚΙΟ-ΦΑΡΣΑΛΩΝ,ΝΟΜΟΣ ΛΑΡΙΣΗΣ,ΘΕΣΣΑΛΙΑΣ,ΝΑΡΘΑΚΙΟ-ΦΑΡΣΑΛΩΝ,40300,2491093214,2491093212,d.narthakiou@kep.gov.gr,
628,639,ΚΕΠ ΔΗΜΟΥ ΦΙΛΛΥΡΑΣ Ν. ΡΟΔΟΠΗΣ,ΦΙΛΛΥΡΑΣ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΡΟΔΟΠΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΦΙΛΛΥΡΑΣ,69300,2531089155,2531089156,d.fillyras@kep.gov.gr,
629,640,ΚΕΠ ΔΗΜΟΥ ΖΕΡΒΟΧΩΡΙΩΝ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΠΑΛΑΙΟΧΩΡΑ,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΑΛΑΙΟΧΩΡΑ,63073,2371061711,2371061740,d.zervohorion@kep.gov.gr,
630,641,"ΚΕΠ ΔΗΜΟΥ ΔΑΥΛΕΙΑΣ, Ν. ΒΟΙΩΤΙΑΣ",Δαυλεία -Βοιωτίας,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Δημητρίου Καλλιαγκάκη,32008,2261059003,2261059004,d.dayleias@kep.gov.gr,
631,642,"ΚΕΠ ΔΗΜΟΥ ΝΗΛΕΩΣ, Ν. ΕΥΒΟΙΑΣ",ΑΓΙΑ ΑΝΝΑ ΕΥΒΟΙΑΣ,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΑΓΙΑ ΑΝΝΑ ΕΥΒΟΙΑΣ,34010,2227061490,2227061490,d.nileos@kep.gov.gr,
632,643,"ΚΕΠ ΔΗΜΟΥ ΜΗΤΡΟΠΟΛΗΣ, Ν. ΚΑΡΔΙΤΣΑΣ",ΜΗΤΡΟΠΟΛΗ -ΚΑΡΔΙΤΣΑ,ΝΟΜΟΣ ΚΑΡΔΙΤΣΑΣ,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΑΊΣΚΑΚΗ 1,43100,2441056008,2441056009,d.mitropolis@kep.gov.gr,
633,644,"ΚΕΠ ΔΗΜΟΥ ΦΥΛΛΟΥ, Ν. ΚΑΡΔΙΤΣΑΣ",ΦΥΛΛΟΥ ΚΑΡΔΙΤΣΑΣ,ΝΟΜΟΣ ΚΑΡΔΙΤΣΑΣ,ΘΕΣΣΑΛΙΑΣ,ΦΥΛΛΟΥ ΚΑΡΔΙΤΣΑΣ,43062,2444029091,2444029092,d.fyllou@kep.gov.gr,
634,645,"ΚΕΠ ΔΗΜΟΥ ΦΕΝΕΟΥ, Ν. ΚΟΡΙΝΘΙΑΣ",ΓΚΟΥΡΑ ΚΟΡΙΝΘΙΑΣ,ΝΟΜΟΣ ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΓΚΟΥΡΑ ΚΟΡΙΝΘΙΑΣ,20014,2747051062,2747051064,d.feneou@kep.gov.gr,
635,646,"ΚΕΠ ΔΗΜΟΥ ΑΝΤΙΧΑΣΙΩΝ, Ν. ΛΑΡΙΣΑΣ",ΚΡΑΝΕΑ ΕΛΑΣΣΟΝΑΣ,ΝΟΜΟΣ ΛΑΡΙΣΗΣ,ΘΕΣΣΑΛΙΑΣ,ΚΡΑΝΕΑ ΕΛΑΣΣΟΝΑΣ,40001,2493051615,2493052262,d.antihasion@kep.gov.gr,
636,647,"ΚΕΠ ΔΗΜΟΥ ΠΛΑΤΥΚΑΜΠΟΥ, Ν. ΛΑΡΙΣΑΣ",ΠΛΑΤΥΚΑΜΠΟΣ,ΝΟΜΟΣ ΛΑΡΙΣΗΣ,ΘΕΣΣΑΛΙΑΣ,ΠΛΑΤΥΚΑΜΠΟΣ,40009,2410972550,2410972551,d.platykampou@kep.gov.gr,
637,648,"ΚΕΠ ΔΗΜΟΥ ΞΑΝΘΗΣ, Ν. ΞΑΝΘΗΣ",ΞΑΝΘΗ,ΝΟΜΑΡΧΙΑΚΟ ΔΙΑΜΕΡΙΣΜΑ ΞΑΝΘΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΣΜΥΡΝΗΣ 7,67100,2541083365,2541083365,d.xanthis@kep.gov.gr,
638,649,"ΚΕΠ ΔΗΜΟΥ ΠΕΤΡΑΣ, Ν. ΠΙΕΡΙΑΣ",ΠΕΤΡΑΣ-ΜΟΣΧΟΧΩΡΙ ΠΙΕΡΙΑΣ,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΤΡΑΣ-ΜΟΣΧΟΧΩΡΙ ΠΙΕΡΙΑΣ,60100,2351098215,2351098715,d.petras-pierias@kep.gov.gr,
